age_group,gender,donation_type,donation_amount,donation_date,newsletter_opt_in,donation_amount_log,donation_year,donation_month,donation_day,country_Brazil,country_Canada,country_Finland,country_France,country_Germany,country_India,country_Netherlands,country_New Zealand,country_South Africa,country_UK,country_USA,payment_method_Cheque,payment_method_Credit Card,payment_method_Paypal,referral_channel_Newsletter,referral_channel_Online advertising,referral_channel_Social Media,referral_channel_Website,referral_channel_Word of mouth,sector_Arts & Culture,sector_Construction,sector_Consulting,sector_Education,sector_Energy,sector_Environment,sector_Finance/Banking,sector_Government,sector_Healthcare,sector_Hospitality,sector_Law,sector_Logistics,sector_Media & Communication,sector_Nonprofit,sector_Others,sector_Pharmaceuticals,sector_Real Estate,sector_Retail,sector_Science & Research,sector_Technology,campaign_Habitat for Hope,campaign_Jungle Education Project,campaign_Marine Mammal Defense Mission,campaign_Reforest the Sanctuary,campaign_Rescue Orphaned Gorillas,campaign_Wildlife Rescue Van Drive
30-49,Male,One-time,10.45,2024-05-08,True,2.4379897300002487,2024,5,8,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18-29,Female,One-time,8.96,2023-07-02,False,2.298577071596507,2023,7,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50-65,Male,One-time,15.19,2025-04-01,True,2.7843937676895436,2025,4,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
50-65,Female,One-time,21.94,2023-08-07,True,3.1328821117012247,2023,8,7,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
30-49,Female,One-time,35.32,2025-01-16,False,3.5923685537330927,2025,1,16,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
50-65,Male,One-time,3.69,2023-08-17,False,1.5454325824581878,2023,8,17,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
50-65,Female,One-time,130.1,2023-10-19,False,4.875960390769654,2023,10,19,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
66-80,Female,One-time,10.7,2024-06-09,False,2.4595888418037104,2024,6,9,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30-49,Female,One-time,14.41,2024-04-29,False,2.7350166493320245,2024,4,29,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
50-65,Male,One-time,5.76,2024-07-24,False,1.9110228900548727,2024,7,24,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
30-49,Other,One-time,48.68,2024-03-22,True,3.905602437625223,2024,3,22,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
50-65,Female,One-time,17.22,2024-02-18,False,2.9025198918318122,2024,2,18,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30-49,Female,One-time,27.44,2025-05-07,False,3.34779660493504,2025,5,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
50-65,Male,One-time,16.23,2025-04-19,True,2.8466520505398383,2025,4,19,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
18-29,Female,One-time,9.02,2025-01-30,False,2.3045830956567186,2025,1,30,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
30-49,Female,One-time,6.53,2025-01-23,True,2.018895041811802,2025,1,23,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
50-65,Female,Monthly,144.89,2025-03-15,True,4.982852913083804,2025,3,15,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50-65,Male,Monthly,128.72,2025-03-17,False,4.865378281439117,2025,3,17,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
30-49,Male,One-time,11.02,2024-12-14,True,2.4865719291070616,2024,12,14,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
50-65,Other,One-time,8.68,2023-12-05,True,2.2700619012884857,2023,12,5,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
18-29,Female,One-time,1.94,2023-11-09,False,1.0784095813505903,2023,11,9,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
30-49,Female,One-time,224.99,2023-08-01,False,5.420490750505713,2023,8,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
30-49,Female,Monthly,81.12,2024-07-18,True,4.408181592150733,2024,7,18,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30-49,Male,One-time,5.94,2025-06-12,False,1.937301774518713,2025,6,12,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
30-49,Male,One-time,18.96,2024-01-12,False,2.993730270883318,2024,1,12,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
50-65,Female,Monthly,86.1,2025-05-25,True,4.467056883858457,2025,5,25,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
30-49,Female,One-time,58.47,2024-12-04,False,4.085471983718502,2024,12,4,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
18-29,Male,One-time,10.32,2023-06-26,False,2.4265710727750367,2023,6,26,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
30-49,Male,Monthly,32.04,2024-10-27,False,3.497718948652777,2024,10,27,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50-65,Female,Monthly,118.96,2024-12-11,False,4.787158353880808,2024,12,11,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
